신규분류요약,판매,판매명,생산,생산명,분리,분리명,사출,사출명
1-Day_Color_Toric,T0212,CP-1.75_ALICIA BROWN Toric,P0212,Toric_CP-1.75_ALICIA BROWN,Q0212,Toric_CP-1.75_ALICIA BROWN,R0212,Toric_CP-1.75_ALICIA BROWN
1-Day_Color_Sph,S149,Iris Alicia Brown_30팩,P0213,ALICIA BROWN(근시),Q0213,ALICIA BROWN(근시),R0213,ALICIA BROWN(근시)
1-Day_Color_Sph,S150,Iris Alicia Brown_낱개,P0213,ALICIA BROWN(근시),Q0213,ALICIA BROWN(근시),R0213,ALICIA BROWN(근시)
1-Day_Color_Sph,T0213,1-Day_Iris_Alicia Brown,P0213,ALICIA BROWN(근시),Q0213,ALICIA BROWN(근시),R0213,ALICIA BROWN(근시)
1-Day_Color_Sph,T9908,Iris AliciaBrown_30팩,P0213,ALICIA BROWN(근시),Q0213,ALICIA BROWN(근시),R0213,ALICIA BROWN(근시)
1-Day_Color_Sph,T0214,IRIS_LATIN(NEW),P0214,IRIS_LATIN(NEW),Q0008,1-Day_iris_Latin,R0008,1-Day_iris_Latin
1-Day_Sph,T0215,1-DAY_58(Black),P0215,1-DAY_58(Black),Q0001,1-Day_58,R0001,1-Day_58
1-Day_Color_Sph,S223,Chuulens D_Mellow Hazel_After Glow_10p,P0223,Chuulens D_Mellow Hazel_After Glow,Q0223,Chuulens D_Mellow Hazel_After Glow,R0223,Chuulens D_Mellow Hazel_After Glow
1-Day_Color_Sph,S224,Chuulens D_Mellow Greige_After Glow_10p,P0224,Chuulens D_Mellow Greige_After Glow,Q0224,Chuulens D_Mellow Greige_After Glow,R0224,Chuulens D_Mellow Greige_After Glow
1-Day_Sph,T0225,1-DAY_58(PDI),P0225,1-DAY_58(PDI),Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Color_Sph,T0226,Sincere D_Water Brown_38% 3T 14.5,P0226,Sincere D_Water Brown_38% 3T 14.5,Q0226,Sincere D_Water Brown_38% 3T 14.5,R0226,Sincere D_Water Brown_38% 3T 14.5
1-Day_Color_Sph,T0227,Sincere D_Russian Gray_38% 3T 14.5,P0227,Sincere D_Russian Gray_38% 3T 14.5,Q0227,Sincere D_Russian Gray_38% 3T 14.5,R0227,Sincere D_Russian Gray_38% 3T 14.5
1-Day_Color_Sph,T0228,Sincere D_Ash Brown_38% 3T 14.2,P0228,Sincere D_Ash Brown_38% 3T 14.2,Q0228,Sincere D_Ash Brown_38% 3T 14.2,R0228,Sincere D_Ash Brown_38% 3T 14.2
1-Day_Color_Sph,T0229,Sincere D_Grege Gray_38% 3T 14.2,P0229,Sincere D_Grege Gray_38% 3T 14.2,Q0229,Sincere D_Grege Gray_38% 3T 14.2,R0229,Sincere D_Grege Gray_38% 3T 14.2
1-Day_Color_Sph,T0230,(NEW)1-Day_iris_Suzy Gray,P0230,(NEW)1-Day_iris_Suzy Gray,Q0019,1-Day_iris_Suzy Gray,R0019,1-Day_iris_Suzy Gray
1-Day_Color_Sph,T0231,Sincere D_Hazel_38% 3T 14.5,P0231,Sincere D_Hazel_38% 3T 14.5,Q0231,Sincere D_Hazel_38% 3T 14.5,R0231,Sincere D_Hazel_38% 3T 14.5
1-Day_Color_Sph,T0232,Sincere D_Brown Beige_38% 3T 14.5,P0232,Sincere D_Brown Beige_38% 3T 14.5,Q0232,Sincere D_Brown Beige_38% 3T 14.5,R0232,Sincere D_Brown Beige_38% 3T 14.5
1-Day_Color_Sph,T0233,Sincere D_Sky Gray_38% 3T 14.5,P0233,Sincere D_Sky Gray_38% 3T 14.5,Q0233,Sincere D_Sky Gray_38% 3T 14.5,R0233,Sincere D_Sky Gray_38% 3T 14.5
1-Day_Color_Sph,T0235,(NEW)ALICIA BROWN(근시),P0235,(NEW)ALICIA BROWN(근시),Q0213,ALICIA BROWN(근시),R0213,ALICIA BROWN(근시)
1-Day_Sph,T0236,1-Day_Contakt-HA,P0236,1-Day_Contakt-HA,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Sph,T0076,Kontaktni -US_1-DAY,P0238,Kontaktni -US_1-DAY-HA,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Sph,T0097,1-DAY_58_4Care,P0239,1-DAY_58_4Care-HA,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Sph,T0240,1-Day_SOLEKO(5년),P0240,1-Day_SOLEKO(5년),Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Color_Sph,T0241,Rose_D_Jade_55%,P0241,Rose_D_Jade_55%,Q0241,Rose_D_Jade_55%,R0241,Rose_D_Jade_55%
1-Day_Color_Sph,T0242,Rose_D_Ash_55%,P0242,Rose_D_Ash_55%,Q0242,Rose_D_Ash_55%,R0242,Rose_D_Ash_55%
1-Day_Color_Sph,T0243,Rose_D_Indigo_55%,P0243,Rose_D_Indigo_55%,Q0243,Rose_D_Indigo_55%,R0243,Rose_D_Indigo_55%
1-Day_Color_Sph,T0244,Rose_D_Ruby_55%,P0244,Rose_D_Ruby_55%,Q0244,Rose_D_Ruby_55%,R0244,Rose_D_Ruby_55%
1-Day_Color_Sph,T0245,Rose_D_Mint_55%,P0245,Rose_D_Mint_55%,Q0245,Rose_D_Mint_55%,R0245,Rose_D_Mint_55%
1-Day_Color_Sph,T0246,Rose_D_Pecan_55%,P0246,Rose_D_Pecan_55%,Q0246,Rose_D_Pecan_55%,R0246,Rose_D_Pecan_55%
1-Day_Sph,T0247,1-DAY_58_공용_MD로고,P0247,1-DAY_58_공용_MD로고,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Sph,T0248,1-DAY_58_공용_Hioxi_MD로고,P0248,1-DAY_58_공용_Hioxi_MD로고,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Color_Sph,T0249,PIA D_Pure Nude_55% UV,P0249,PIA D_Pure Nude_55% UV,Q0249,PIA D_Pure Nude_55% UV,R0249,PIA D_Pure Nude_55% UV
1-Day_Color_Sph,T0250,PIA D_Brown Chou_55% UV,P0250,PIA D_Brown Chou_55% UV,Q0250,PIA D_Brown Chou_55% UV,R0250,PIA D_Brown Chou_55% UV
1-Day_Color_Sph,T0251,PIA D_Silky Pearl_55% UV,P0251,PIA D_Silky Pearl_55% UV,Q0251,PIA D_Silky Pearl_55% UV,R0251,PIA D_Silky Pearl_55% UV
1-Day_Color_Sph,T0252,PIA D_Cotton Ring_55% UV,P0252,PIA D_Cotton Ring_55% UV,Q0252,PIA D_Cotton Ring_55% UV,R0252,PIA D_Cotton Ring_55% UV
FRP_Color_Sph,S253,Chuulens M_Mellow Hazel_After Glow_2P,P0253,Chuulens M_Mellow Hazel_After Glow_(중),Q4714,(NEW)S43-HD-Dry-14.2,R4714,(NEW)S43-HD-Dry-14.2
FRP_Color_Sph,S254,Chuulens M_Mellow Greige_After Glow_2P,P0254,Chuulens M_Mellow Greige_After Glow_(중),Q4714,(NEW)S43-HD-Dry-14.2,R4714,(NEW)S43-HD-Dry-14.2
1-Day_Sph,S256,Lighly D_AQUA_30p,P0256,1-Day_58_Lighly AQUA,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
1-Day_Sph,S258,Lighly D_AQUA_10p,P0256,1-Day_58_Lighly AQUA,Q3081,1-day_58_Kontaktni-HA,R3081,1-day_58_Kontaktni-HA
Si_1-Day_Sph,S257,Lighly D_AQUA Plus_30p,P0257,O2O2 D_Spherical_Lighly AQUA Plus,Q5420,O2O2 Spherical(DK70)_K2-SMD,R5420,O2O2 Spherical(DK70)_K2-SMD
Si_1-Day_Sph,S259,Lighly D_AQUA Plus_10p,P0257,O2O2 D_Spherical_Lighly AQUA Plus,Q5420,O2O2 Spherical(DK70)_K2-SMD,R5420,O2O2 Spherical(DK70)_K2-SMD
1-Day_Color_Sph,S271,Lighly Creamy D_Choco_30P,P0271,Lighly Creamy D_Choco,Q0271,Lighly Creamy D_Choco,R0271,Lighly Creamy D_Choco
1-Day_Color_Sph,S272,Lighly Creamy D_Brown_30P,P0272,Lighly Creamy D_Brown,Q0272,Lighly Creamy D_Brown,R0272,Lighly Creamy D_Brown
1-Day_Color_Sph,S273,Lighly Creamy D_Gray_30P,P0273,Lighly Creamy D_Gray,Q0273,Lighly Creamy D_Gray,R0273,Lighly Creamy D_Gray
1-Day_Color_Sph,S274,Lighly Creamy D_Rose_30P,P0274,Lighly Creamy D_Rose,Q0274,Lighly Creamy D_Rose,R0274,Lighly Creamy D_Rose
1-Day_Color_Sph,S275,Lighly Creamy D_Black_30P,P0275,Lighly Creamy D_Black,Q0275,Lighly Creamy D_Black,R0275,Lighly Creamy D_Black
FRP_Color_Sph,T0500,Moody 6M_G-zhima_Nanodat_38%_(중),P0500,Moody 6M_G-zhima_Nanodat_38%_(중),Q1009,S38-Dry-14.2,R1009,S38-Dry-14.2
FRP_Color_Sph,T0501,Moody 6M_U-buding_Nanodat_38%_(중),P0501,Moody 6M_U-buding_Nanodat_38%_(중),Q1009,S38-Dry-14.2,R1009,S38-Dry-14.2
FRP_Color_Sph,T0502,Moody 6M_L-bale_Nanodat_38%_(중),P0502,Moody 6M_L-bale_Nanodat_38%_(중),Q1009,S38-Dry-14.2,R1009,S38-Dry-14.2
FRP_Color_Sph,T0503,Moody 6M_G-weihua_Nanodat_38%_(중),P0503,Moody 6M_G-weihua_Nanodat_38%_(중),Q1009,S38-Dry-14.2,R1009,S38-Dry-14.2
FRP_Color_Sph,T0504,Moody 6M_U-ganlan_Nanodat_38%_(중),P0504,Moody 6M_U-ganlan_Nanodat_38%_(중),Q1009,S38-Dry-14.2,R1009,S38-Dry-14.2
FRP_Color_Sph,T0505,Zhuangtong 6M_Misty Blue_Muse_38%_(원),P0505,Zhuangtong 6M_Misty Blue_Muse_38%_(원),Q1009,S38-Dry-14.2,R1009,S38-Dry-14.2
FRP_Color_Sph,T0506,Zhuangtong 6M_Star Black_Muse_38%_(원),P0506,Zhuangtong 6M_Star Black_Muse_38%_(원),Q1009,S38-Dry-14.2,R1009,S38-Dry-14.2
FRP_Color_Sph,T0507,Zhuangtong 6M_Dawn Brown_Muse_38%_(원),P0507,Zhuangtong 6M_Dawn Brown_Muse_38%_(원),Q1009,S38-Dry-14.2,R1009,S38-Dry-14.2
FRP_Color_Sph,T0508,Zhuangtong 6M_Soft Pink_Muse_38%_(원),P0508,Zhuangtong 6M_Soft Pink_Muse_38%_(원),Q1009,S38-Dry-14.2,R1009,S38-Dry-14.2
1-Day_Color_Sph,T0509,PIA D_Koala Gray_55% UV,P0509,PIA D_Koala Gray_55% UV,Q0509,PIA D_Koala Gray_55% UV,R0509,PIA D_Koala Gray_55% UV
Si_1-Day_Sph,T0510,O2O2 D_UV_Spherical_FGC,P0510,O2O2 D_UV_Spherical_FGC,Q5420,O2O2 Spherical(DK70)_K2-SMD,R5420,O2O2 Spherical(DK70)_K2-SMD
1-Day_Color_Sph,T0511,PIA D_Melady Brown_38% UV,P0511,PIA D_Melady Brown_38% UV,Q0511,PIA D_Melady Brown_38% UV,R0511,PIA D_Melady Brown_38% UV
1-Day_Color_Sph,T0512,PIA D_Umi_55% UV,P0512,PIA D_Umi_55% UV,Q0512,PIA D_Umi_55% UV,R0512,PIA D_Umi_55% UV
1-Day_Color_Sph,T0513,PIA D_Sakana_55% UV,P0513,PIA D_Sakana_55% UV,Q0513,PIA D_Sakana_55% UV,R0513,PIA D_Sakana_55% UV
1-Day_Color_Sph,T0514,PIA D_Blueberry Jam_55% UV,P0514,PIA D_Blueberry Jam_55% UV,Q0514,PIA D_Blueberry Jam_55% UV,R0514,PIA D_Blueberry Jam_55% UV
1-Day_Color_Sph,T0515,PIA D_Secret Tutu Brown_55% UV,P0515,PIA D_Secret Tutu Brown_55% UV,Q0515,PIA D_Secret Tutu Brown_55% UV,R0515,PIA D_Secret Tutu Brown_55% UV
1-Day_Color_Sph,T0516,PIA D_Whip Brown_55% UV,P0516,PIA D_Whip Brown_55% UV,Q0516,PIA D_Whip Brown_55% UV,R0516,PIA D_Whip Brown_55% UV
1-Day_Color_Sph,T0517,PIA D_Smore Ring Brown_55% UV,P0517,PIA D_Smore Ring Brown_55% UV,Q0517,PIA D_Smore Ring Brown_55% UV,R0517,PIA D_Smore Ring Brown_55% UV
1-Day_Color_Sph,T0518,PIA D_Brulee Brown_55% UV,P0518,PIA D_Brulee Brown_55% UV,Q0518,PIA D_Brulee Brown_55% UV,R0518,PIA D_Brulee Brown_55% UV
1-Day_Color_Sph,T0519,PIA D_Oolong Tea_55% UV,P0519,PIA D_Oolong Tea_55% UV,Q0519,PIA D_Oolong Tea_55% UV,R0519,PIA D_Oolong Tea_55% UV
1-Day_Color_Sph,T0520,PIA D_Tarte Tatin_55% UV,P0520,PIA D_Tarte Tatin_55% UV,Q0520,PIA D_Tarte Tatin_55% UV,R0520,PIA D_Tarte Tatin_55% UV
1-Day_Color_Sph,T0521,PIA D_Coco Truffle_38% UV,P0521,PIA D_Coco Truffle_38% UV,Q0521,PIA D_Coco Truffle_38% UV,R0521,PIA D_Coco Truffle_38% UV
1-Day_Color_Sph,T0522,PIA D_Salty Donut_38% UV,P0522,PIA D_Salty Donut_38% UV,Q0522,PIA D_Salty Donut_38% UV,R0522,PIA D_Salty Donut_38% UV
1-Day_Color_Sph,T0523,Zhuangtong D_Black_Migu_55%,P0523,Zhuangtong D_Black_Migu_55%,Q0523,Zhuangtong D_Black_Migu_55%,R0523,Zhuangtong D_Black_Migu_55%
1-Day_Color_Sph,T0524,Zhuangtong D_Brown_Migu_55%,P0524,Zhuangtong D_Brown_Migu_55%,Q0524,Zhuangtong D_Brown_Migu_55%,R0524,Zhuangtong D_Brown_Migu_55%
FRP_Color_Sph,T0525,ANW M_Bam Brown_Kristin_(중),P0525,ANW M_Bam Brown_Kristin_(중),Q0525,ANW M_Bam Brown_Kristin,R0525,ANW M_Bam Brown_Kristin
1-Day_Color_Sph,T0526,PIA D_Baby Espresso_38% UV,P0526,PIA D_Baby Espresso_38% UV,Q0526,PIA D_Baby Espresso_38% UV,R0526,PIA D_Baby Espresso_38% UV
FRP_Color_Sph,T0527,Baby Espresso_PIA_M_(중),P0527,Baby Espresso_PIA_M_(중),Q0527,Baby Espresso_PIA_M,R0527,Baby Espresso_PIA_M
1-Day_Color_Sph,T0528,PIA D_Gem Chocolat_38% UV,P0528,PIA D_Gem Chocolat_38% UV,Q0528,PIA D_Gem Chocolat_38% UV,R0528,PIA D_Gem Chocolat_38% UV
1-Day_Color_Sph,S170,LEMONADE D_California Vibe_55%,P0529,Lemonade D_California Vibe_55%,Q0529,Lemonade D_California Vibe_55%,R0529,Lemonade D_California Vibe_55%
1-Day_Color_Sph,T0529,Lemonade D_California Vibe_55%,P0529,Lemonade D_California Vibe_55%,Q0529,Lemonade D_California Vibe_55%,R0529,Lemonade D_California Vibe_55%
1-Day_Color_Sph,T0530,From D_Ori Ash Gray_O&ME_38%_14.5,P0530,From D_Ori Ash Gray_O&ME_38%_14.5,Q0530,From D_Ori Ash Gray_O&ME_38%_14.5,R0530,From D_Ori Ash Gray_O&ME_38%_14.5
1-Day_Color_Sph,T0531,From D_Ori Melting Brown_O&ME_38%_14.5,P0531,From D_Ori Melting Brown_O&ME_38%_14.5,Q0531,From D_Ori Melting Brown_O&ME_38%_14.5,R0531,From D_Ori Melting Brown_O&ME_38%_14.5
1-Day_Color_Sph,T0532,From D_Ori Cool Gray_O&ME_38%_14.5,P0532,From D_Ori Cool Gray_O&ME_38%_14.5,Q0532,From D_Ori Cool Gray_O&ME_38%_14.5,R0532,From D_Ori Cool Gray_O&ME_38%_14.5
1-Day_Color_Sph,T0533,From D_Ori Cream Vanilla_O&ME_38%_14.5,P0533,From D_Ori Cream Vanilla_O&ME_38%_14.5,Q0533,From D_Ori Cream Vanilla_O&ME_38%_14.5,R0533,From D_Ori Cream Vanilla_O&ME_38%_14.5
1-Day_Color_Sph,T0534,From D_Ori Ice Muffin_O&ME_38%_14.2,P0534,From D_Ori Ice Muffin_O&ME_38%_14.2,Q0534,From D_Ori Ice Muffin_O&ME_38%_14.2,R0534,From D_Ori Ice Muffin_O&ME_38%_14.2
1-Day_Color_Sph,S167,LEMONADE D_Jeju Breeze_55%,P0535,Lemonade D_Jeju Breeze_55%,Q0535,Lemonade D_Jeju Breeze_55%,R0535,Lemonade D_Jeju Breeze_55%
1-Day_Color_Sph,T0535,Lemonade D_Jeju Breeze_55%,P0535,Lemonade D_Jeju Breeze_55%,Q0535,Lemonade D_Jeju Breeze_55%,R0535,Lemonade D_Jeju Breeze_55%
1-Day_Color_Sph,S168,LEMONADE D_Louvre clouds_55%,P0536,Lemonade D_Louvre clouds_55%,Q0536,Lemonade D_Louvre clouds_55%,R0536,Lemonade D_Louvre clouds_55%
1-Day_Color_Sph,T0536,Lemonade D_Louvre clouds_55%,P0536,Lemonade D_Louvre clouds_55%,Q0536,Lemonade D_Louvre clouds_55%,R0536,Lemonade D_Louvre clouds_55%
1-Day_Color_Sph,S169,LEMONADE D_Snowy kangwon_55%,P0537,Lemonade D_Snowy kangwon_55%,Q0537,Lemonade D_Snowy kangwon_55%,R0537,Lemonade D_Snowy kangwon_55%
1-Day_Color_Sph,T0537,Lemonade D_Snowy kangwon_55%,P0537,Lemonade D_Snowy kangwon_55%,Q0537,Lemonade D_Snowy kangwon_55%,R0537,Lemonade D_Snowy kangwon_55%
Si_1-Day_Color_Sph,S163,LEMONADE D_Blackberry_Si-Hy_45%,P0538,Lemonade D_Blackberry_45%,Q0538,Lemonade D_Blackberry_45%,R0538,Lemonade D_Blackberry_45%
Si_1-Day_Color_Sph,T0538,Lemonade D_Blackberry_45%,P0538,Lemonade D_Blackberry_45%,Q0538,Lemonade D_Blackberry_45%,R0538,Lemonade D_Blackberry_45%
Si_1-Day_Color_Sph,S164,LEMONADE D_Americano_Si-Hy_45%,P0539,Lemonade D_Americano_45%,Q0539,Lemonade D_Americano_45%,R0539,Lemonade D_Americano_45%
Si_1-Day_Color_Sph,T0539,Lemonade D_Americano_45%,P0539,Lemonade D_Americano_45%,Q0539,Lemonade D_Americano_45%,R0539,Lemonade D_Americano_45%
Si_1-Day_Color_Sph,S165,LEMONADE D_Ganache_Si-Hy_45%,P0540,Lemonade D_Ganache_45%,Q0540,Lemonade D_Ganache_45%,R0540,Lemonade D_Ganache_45%
Si_1-Day_Color_Sph,T0540,Lemonade D_Ganache_45%,P0540,Lemonade D_Ganache_45%,Q0540,Lemonade D_Ganache_45%,R0540,Lemonade D_Ganache_45%
1-Day_Color_Sph,T0541,SkyOptical D_Upload Green_55%,P0541,SkyOptical D_Upload Green_55%,Q0541,SkyOptical D_Upload Green_55%,R0541,SkyOptical D_Upload Green_55%
1-Day_Color_Sph,T0542,SkyOptical D_Vector Green_55%,P0542,SkyOptical D_Vector Green_55%,Q0542,SkyOptical D_Vector Green_55%,R0542,SkyOptical D_Vector Green_55%
1-Day_Color_Sph,T0543,SkyOptical D_Refine Hazel_55%,P0543,SkyOptical D_Refine Hazel_55%,Q0543,SkyOptical D_Refine Hazel_55%,R0543,SkyOptical D_Refine Hazel_55%
1-Day_Color_Sph,T0544,SkyOptical D_Reset Brown_55%,P0544,SkyOptical D_Reset Brown_55%,Q0544,SkyOptical D_Reset Brown_55%,R0544,SkyOptical D_Reset Brown_55%
1-Day_Color_Sph,T0545,SkyOptical D_Axis Gray_55%,P0545,SkyOptical D_Axis Gray_55%,Q0545,SkyOptical D_Axis Gray_55%,R0545,SkyOptical D_Axis Gray_55%
1-Day_Color_Sph,T0546,SkyOptical D_Edit Blue_55%,P0546,SkyOptical D_Edit Blue_55%,Q0546,SkyOptical D_Edit Blue_55%,R0546,SkyOptical D_Edit Blue_55%
1-Day_Color_Sph,T0547,PIA D_Dream Gray_55% UV,P0547,PIA D_Dream Gray_55% UV,Q0547,PIA D_Dream Gray_55% UV,R0547,PIA D_Dream Gray_55% UV
1-Day_Color_Sph,T0548,PIA D_Uniform Black_55% UV,P0548,PIA D_Uniform Black_55% UV,Q0548,PIA D_Uniform Black_55% UV,R0548,PIA D_Uniform Black_55% UV
FRP_Color_Sph,T0549,Dream Gray_PIA_M_(중),P0549,Dream Gray_PIA_M_(중),Q0549,Dream Gray_PIA_M,R0549,Dream Gray_PIA_M
FRP_Color_Sph,T0550,Uniform Black_PIA_M_(중),P0550,Uniform Black_PIA_M_(중),Q0550,Uniform Black_PIA_M,R0550,Uniform Black_PIA_M
1-Day_Color_Sph,T0551,Sincere D_Chai Hoop_FAP_38% UV,P0551,Sincere D_Chai Hoop_FAP_38% UV,Q0551,Sincere D_Chai Hoop_FAP_38% UV,R0551,Sincere D_Chai Hoop_FAP_38% UV
1-Day_Color_Sph,T0552,Sincere D_Little Brown_ITFA_38% UV,P0552,Sincere D_Little Brown_ITFA_38% UV,Q0552,Sincere D_Little Brown_ITFA_38% UV,R0552,Sincere D_Little Brown_ITFA_38% UV
1-Day_Color_Sph,T0553,Sincere D_Air Beige_ITFA_38% UV,P0553,Sincere D_Air Beige_ITFA_38% UV,Q0553,Sincere D_Air Beige_ITFA_38% UV,R0553,Sincere D_Air Beige_ITFA_38% UV
1-Day_Color_Sph,T0554,PIA D_Spicy Queen_55% UV,P0554,PIA D_Spicy Queen_55% UV,Q0554,PIA D_Spicy Queen_55% UV,R0554,PIA D_Spicy Queen_55% UV
1-Day_Color_Sph,T0555,PIA D_Bad Girl_55% UV,P0555,PIA D_Bad Girl_55% UV,Q0555,PIA D_Bad Girl_55% UV,R0555,PIA D_Bad Girl_55% UV
1-Day_Color_Sph,T0556,PIA D_Heaven Sky_55% UV,P0556,PIA D_Heaven Sky_55% UV,Q0556,PIA D_Heaven Sky_55% UV,R0556,PIA D_Heaven Sky_55% UV
1-Day_Color_Sph,T0557,PIA D_Night Spark_55% UV,P0557,PIA D_Night Spark_55% UV,Q0557,PIA D_Night Spark_55% UV,R0557,PIA D_Night Spark_55% UV
1-Day_Color_Sph,T0558,Moody D_U-bolan_Hello Kitty_55%_6P,P0558,Moody D_U-bolan_Hello Kitty_55%_6P,Q0558,Moody D_U-bolan_Hello Kitty_55%,R0558,Moody D_U-bolan_Hello Kitty_55%
1-Day_Color_Sph,T0559,Moody D_U-canlan_Hello Kitty_55%_6P,P0559,Moody D_U-canlan_Hello Kitty_55%_6P,Q0559,Moody D_U-canlan_Hello Kitty_55%,R0559,Moody D_U-canlan_Hello Kitty_55%
1-Day_Color_Sph,T0560,Moody D_B-mizong_Hello Kitty_55%_6P,P0560,Moody D_B-mizong_Hello Kitty_55%_6P,Q0560,Moody D_B-mizong_Hello Kitty_55%,R0560,Moody D_B-mizong_Hello Kitty_55%
1-Day_Color_Sph,T0561,Moody D_G-lenghui_Hello Kitty_55%_6P,P0561,Moody D_G-lenghui_Hello Kitty_55%_6P,Q0561,Moody D_G-lenghui_Hello Kitty_55%,R0561,Moody D_G-lenghui_Hello Kitty_55%
1-Day_Color_Toric,T0562,PIA D Toric_Dollish Brown_55% UV,P0562,PIA D Toric_Dollish Brown_55% UV,Q0562,PIA D Toric_Dollish Brown_55% UV,R0562,PIA D Toric_Dollish Brown_55% UV
1-Day_Color_Toric,T0563,PIA D Toric_Dazzle Gray_55% UV,P0563,PIA D Toric_Dazzle Gray_55% UV,Q0563,PIA D Toric_Dazzle Gray_55% UV,R0563,PIA D Toric_Dazzle Gray_55% UV
FRP_Color_Sph,T0564,Tiramisu Ring_PIA_M_(중),P0564,Tiramisu Ring_PIA_M_(중),Q0564,Tiramisu Ring_PIA_M,R0564,Tiramisu Ring_PIA_M
FRP_Color_Sph,T0565,Oolong Tea_PIA_M_(중),P0565,Oolong Tea_PIA_M_(중),Q0565,Oolong Tea_PIA_M,R0565,Oolong Tea_PIA_M
FRP_Color_Sph,T0566,Tarte Tatin_PIA_M_(중),P0566,Tarte Tatin_PIA_M_(중),Q0566,Tarte Tatin_PIA_M,R0566,Tarte Tatin_PIA_M
1-Day_Color_Sph,T0567,PIA D_Honey Soda_38% UV,P0567,PIA D_Honey Soda_38% UV,Q0567,PIA D_Honey Soda_38% UV,R0567,PIA D_Honey Soda_38% UV
FRP_Color_Sph,T0568,MG M_Bluelight 43%_HYA_(중),P0568,MG M_Bluelight 43%_HYA_(중),Q0568,MG M_Bluelight 43%_HYA,R0568,MG M_Bluelight 43%_HYA
Si_1-Day_Color_Sph,S166,LEMONADE D_Americano Pro_45%,P0569,Lemonade D_Americano Pro_45%,Q0569,Lemonade D_Americano Pro_45%,R0569,Lemonade D_Americano Pro_45%
Si_1-Day_Color_Sph,T0569,Lemonade D_Americano Pro_45%,P0569,Lemonade D_Americano Pro_45%,Q0569,Lemonade D_Americano Pro_45%,R0569,Lemonade D_Americano Pro_45%
1-Day_Color_Sph,S570,Hapa D_Champagne_Cosmo Kristin_10P,P0570,Hapa D_Champagne_Cosmo Kristin,Q0570,Hapa D_Champagne_Cosmo Kristin,R0570,Hapa D_Champagne_Cosmo Kristin
1-Day_Color_Sph,S571,Hapa D_Champagne_Cosmo Kristin_2P,P0570,Hapa D_Champagne_Cosmo Kristin,Q0570,Hapa D_Champagne_Cosmo Kristin,R0570,Hapa D_Champagne_Cosmo Kristin
1-Day_Color_Sph,T0571,(영문)PIA D_MELON PAN_55% UV,P0571,(영문)PIA D_MELON PAN_55% UV,Q5281,PIA D_MELON PAN_55% UV,R5281,PIA D_MELON PAN_55% UV
1-Day_Color_Sph,S572,Hapa D_Brown_Cosmo Kristin_10P,P0572,Hapa D_Brown_Cosmo Kristin,Q0572,Hapa D_Brown_Cosmo Kristin,R0572,Hapa D_Brown_Cosmo Kristin
1-Day_Color_Sph,S573,Hapa D_Brown_Cosmo Kristin_2P,P0572,Hapa D_Brown_Cosmo Kristin,Q0572,Hapa D_Brown_Cosmo Kristin,R0572,Hapa D_Brown_Cosmo Kristin
1-Day_Color_Sph,T0573,(영문)PIA D_ZUNDA MOCHI_55% UV,P0573,(영문)PIA D_ZUNDA MOCHI_55% UV,Q5282,PIA D_ZUNDA MOCHI_55% UV,R5282,PIA D_ZUNDA MOCHI_55% UV
1-Day_Color_Sph,S574,Hapa D_Gray_Cosmo Kristin_10P,P0574,Hapa D_Gray_Cosmo Kristin,Q0574,Hapa D_Gray_Cosmo Kristin,R0574,Hapa D_Gray_Cosmo Kristin
1-Day_Color_Sph,S575,Hapa D_Gray_Cosmo Kristin_2P,P0574,Hapa D_Gray_Cosmo Kristin,Q0574,Hapa D_Gray_Cosmo Kristin,R0574,Hapa D_Gray_Cosmo Kristin
Si_FRP_Toric,T0575,O2O2 M_UV_Toric_SMD_(소),P0575,O2O2 M_UV_Toric_SMD_(소),Q5405,O2O2 D_UV_Toric_SMD,R5405,O2O2 D_UV_Toric_SMD
1-Day_Color_Sph,S576,Hapa D_Olive_Cosmo Kristin_10P,P0576,Hapa D_Olive_Cosmo Kristin,Q0576,Hapa D_Olive_Cosmo Kristin,R0576,Hapa D_Olive_Cosmo Kristin
1-Day_Color_Sph,S577,Hapa D_Olive_Cosmo Kristin_2P,P0576,Hapa D_Olive_Cosmo Kristin,Q0576,Hapa D_Olive_Cosmo Kristin,R0576,Hapa D_Olive_Cosmo Kristin
1-Day_Color_Sph,T0577,FGC D_Soul Brown_comfi 55%,P0577,FGC D_Soul Brown_comfi 55%,Q0010,1-Day_iris_SoulBrown,R0010,1-Day_iris_SoulBrown
1-Day_Color_Sph,T0578,FGC D_Jazz Black_comfi 55%,P0578,FGC D_Jazz Black_comfi 55%,Q0011,1-Day_iris_JazzBlack,R0011,1-Day_iris_JazzBlack
